Id_bien;Date;Valeur
904;2020-06-26;63000
905;2020-06-26;75000
906;2020-06-26;58000
907;2020-06-26;85650
908;2020-06-26;92000
909;2020-06-26;157530
910;2020-06-26;755000
911;2020-06-26;40000
912;2020-06-26;170000
913;2020-06-26;39500
914;2020-06-26;30000
915;2020-06-26;274100
916;2020-06-26;143500
917;2020-06-26;68000
918;2020-06-26;120001
919;2020-06-26;38000
920;2020-06-26;45000
921;2020-06-26;139600
922;2020-06-26;90000
923;2020-06-26;75000
924;2020-06-26;123810
925;2020-06-26;106000
926;2020-06-26;97000
927;2020-06-26;202000
928;2020-06-26;165000
929;2020-06-26;142500
930;2020-06-26;19941
931;2020-06-26;25000
932;2020-06-26;240500
933;2020-06-26;38000
934;2020-06-26;254900
935;2020-06-26;60000
936;2020-06-26;60000
937;2020-06-26;131500
938;2020-06-26;316484
939;2020-06-26;228300
940;2020-06-26;418000
941;2020-06-26;168000
942;2020-06-26;154000
943;2020-06-26;218400
944;2020-06-26;119000
945;2020-06-26;368540
946;2020-06-26;175750
947;2020-06-26;138100
948;2020-06-26;70000
949;2020-06-26;120500
950;2020-06-26;258550
951;2020-06-26;213800
952;2020-06-26;199550
953;2020-06-26;127760
954;2020-06-26;335000
955;2020-06-26;87000
956;2020-06-26;142000
957;2020-06-26;104000
958;2020-06-26;202000
959;2020-06-26;145500
960;2020-06-26;63500
961;2020-06-26;166000
962;2020-06-26;425000
963;2020-06-26;165500
964;2020-06-26;225000
965;2020-06-26;56000
966;2020-06-26;142950
967;2020-06-26;55500
968;2020-06-26;42500
969;2020-06-26;75000
970;2020-06-26;204550
971;2020-06-26;165000
972;2020-06-26;155745
973;2020-06-26;80000
974;2020-06-26;68000
975;2020-06-26;24000
976;2020-06-26;79000
977;2020-06-26;35000
978;2020-06-26;45000
979;2020-06-26;241000
980;2020-06-26;125000
981;2020-06-26;120000
982;2020-06-26;202174
983;2020-06-26;182000
984;2020-06-26;155000
985;2020-06-26;195000
986;2020-06-26;124000
987;2020-06-26;213300
988;2020-06-26;135000
989;2020-06-26;93000
990;2020-06-26;205000
991;2020-06-26;150000
992;2020-06-26;92000
993;2020-06-26;67890
994;2020-06-26;110000
995;2020-06-26;59900
996;2020-06-26;85000
997;2020-06-26;50000
998;2020-06-26;30000
999;2020-06-26;261000
1000;2020-06-26;47500
1001;2020-06-26;29000
1002;2020-06-26;50000
1003;2020-06-26;194000
1004;2020-06-26;74000
1005;2020-06-26;405000
1006;2020-06-26;100000
1007;2020-06-26;40000
1008;2020-06-26;41500
1009;2020-06-26;66000
1010;2020-06-26;89000
1011;2020-06-26;149700
1012;2020-06-26;102000
1013;2020-06-26;87900
1014;2020-06-26;85000
1015;2020-06-26;155000
1016;2020-06-26;171400
1017;2020-06-26;40900
1018;2020-06-26;41000
1019;2020-06-26;164500
1020;2020-06-26;32500
1021;2020-06-26;63500
1022;2020-06-26;308000
1023;2020-06-26;365000
1024;2020-06-26;141400
1025;2020-06-26;120500
1026;2020-06-26;158500
1027;2020-06-26;38000
1028;2020-06-26;78500
1029;2020-06-26;335000
1030;2020-06-26;118000
1031;2020-06-26;70000
1032;2020-06-26;282000
1033;2020-06-26;131000
1034;2020-06-26;87500
1035;2020-06-26;105000
1036;2020-06-26;331000
1037;2020-06-26;70000
1038;2020-06-26;130950
1039;2020-06-26;52000
1040;2020-06-26;135000
1041;2020-06-26;45000
1042;2020-06-26;540000
1043;2020-06-26;164000
1044;2020-06-26;321600
1045;2020-06-26;383670
1046;2020-06-26;76000
1047;2020-06-26;89000
1048;2020-06-26;195000
1049;2020-06-26;69000
1050;2020-06-26;105000
1051;2020-06-26;339000
1052;2020-06-26;370000
1053;2020-06-26;395400
1054;2020-06-26;412920
1055;2020-06-26;275000
1056;2020-06-26;190000
1057;2020-06-26;327000
1058;2020-06-26;36000
1059;2020-06-26;30500
1060;2020-06-26;32000
1061;2020-06-26;380000
1062;2020-06-26;68000
1063;2020-06-26;107500
1064;2020-06-26;506350
1065;2020-06-26;170000
1066;2020-06-26;150000
1067;2020-06-26;194900
1068;2020-06-26;205000
1069;2020-06-26;68990
1070;2020-06-26;250000
1071;2020-06-26;365000
1072;2020-06-26;500000
1073;2020-06-26;1024000
1074;2020-06-26;214100
1075;2020-06-26;338000
1076;2020-06-26;496300
1077;2020-06-26;234070
1078;2020-06-26;209500
1079;2020-06-26;75000
1080;2020-06-26;820000
1081;2020-06-26;431040
1082;2020-06-26;255800
1083;2020-06-26;570000
1084;2020-06-26;877470
1085;2020-06-26;169475
1086;2020-06-26;232800
1087;2020-06-26;220000
1088;2020-06-26;416000
1089;2020-06-26;147619
1090;2020-06-26;595000
1091;2020-06-26;358500
1092;2020-06-26;680000
1093;2020-06-26;580000
1094;2020-06-26;1800000
1095;2020-06-26;838000
1096;2020-06-26;243000
1097;2020-06-26;310000
1098;2020-06-26;420000
1099;2020-06-26;400000
1100;2020-06-26;127000
1101;2020-06-26;155000
1102;2020-06-26;445000
1103;2020-06-26;470000
1104;2020-06-26;185000
1105;2020-06-26;915000
1106;2020-06-26;720000
1107;2020-06-26;645000
1108;2020-06-26;355100
1109;2020-06-26;390000
1110;2020-06-26;510000
1111;2020-06-26;247000
1112;2020-06-26;1350000
1113;2020-06-26;629000
1114;2020-06-26;482000
1115;2020-06-26;600000
1116;2020-06-26;345230
1117;2020-06-26;181000
1118;2020-06-26;63000
1119;2020-06-26;52624
1120;2020-06-26;111998
1121;2020-06-26;53196
1122;2020-06-26;215000
1123;2020-06-26;169000
1124;2020-06-26;210000
1125;2020-06-26;133476
1126;2020-06-26;172000
1127;2020-06-26;145000
1128;2020-06-26;105000
1129;2020-06-26;297000
1130;2020-06-26;178000
1131;2020-06-26;139000
1132;2020-06-26;136500
1133;2020-06-26;60000
1134;2020-06-26;69900
1135;2020-06-26;290000
1136;2020-06-26;419000
1137;2020-06-26;128000
1138;2020-06-26;200250
1139;2020-06-26;175000
1140;2020-06-26;209000
1141;2020-06-26;230000
1142;2020-06-26;258950
1143;2020-06-26;162000
1144;2020-06-26;141000
